Input.id,Input.query,annotations_list,gui_indexes_list,relevance,occurances
317,"Filter settings for choosing price range, number of beds and baths","[(2, 0, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 1, 0), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 0), (2, 0, 2), (0, 0, 0), (0, 0, 2), (0, 2, 2), (0, 1, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 1, 0), (0, 1, 0), (0, 1, 0), (1, 0, 0), (1, 1, 1), (2, 2, 2), (0, 1, 1), (0, 1, 1), (0, 0, 0), (0, 0, 0)]","[42503, 68029, 63632, 2843, 2834, 71793, 17097, 71796, 71794, 3095, 64980, 65924, 50510, 64988, 2832, 51323, 10690, 65001, 27692, 68027, 50515, 65000, 2839, 71427, 64993, 34423, 64989, 27833, 16889, 3089]","[2, 2, 0, 2, 2, 0, 3, 0, 0, 2, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 0, 0]","[[1, 0, 2], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [2, 0, 1], [1, 0, 2], [2, 1, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [2, 1, 0], [0, 3, 0], [0, 0, 3], [1, 2, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0]]"
318,In car USB connection with eService and UVO,"[(2, 0, 2), (2, 1, 1), (2, 2, 0), (2, 2, 0), (2, 1, 2), (1, 2, 1), (2, 1, 0), (0, 0, 0), (0, 2, 0), (0, 2, 0), (0, 1, 0), (0, 2, 0), (1, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 0), (1, 1, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (2, 0, 1), (1, 0, 1), (0, 0, 0), (1, 0, 0), (1, 0, 0), (0, 0, 0)]","[19566, 16458, 16457, 21114, 62293, 62519, 598, 18245, 62451, 48291, 18263, 11854, 8470, 18246, 11855, 43031, 41364, 8273, 19165, 19564, 8261, 23257, 65271, 13750, 23253, 4197, 48087, 62010, 18250, 19643]","[2, 1, 2, 2, 2, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 0, 0]","[[1, 0, 2], [0, 2, 1], [1, 0, 2], [1, 0, 2], [0, 1, 2], [0, 2, 1], [1, 1, 1], [3, 0, 0], [2, 0, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0]]"
320,information with get started,"[(2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (1, 0, 1), (1, 0, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (1, 0, 2), (0, 0, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 1, 0), (1, 1, 0), (0, 0, 0), (1, 0, 0), (2, 2, 0), (1, 0, 0), (1, 0, 0), (2, 0, 2)]","[52301, 37874, 34506, 24763, 54965, 10818, 9134, 37873, 41620, 60784, 37878, 21312, 65171, 8291, 57544, 14095, 22315, 29608, 31608, 20946, 46294, 62350, 2599, 69286, 50963, 47921, 529, 29729, 20913, 7964]","[2, 0, 2, 2, 1, 3, 2, 0, 2, 2, 0, 2, 3, 0, 2, 2, 2, 2, 2, 2, 2, 0, 3, 1, 0, 0, 2, 0, 0, 2]","[[0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [1, 2, 0], [1, 1, 1], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [0, 0, 3], [1, 1, 1], [2, 0, 1], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [0, 0, 3], [3, 0, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [2, 1, 0], [1, 0, 2], [2, 1, 0], [2, 1, 0], [1, 0, 2]]"
321,bloomberg,"[(0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 1, 1), (0, 2, 0), (1, 2, 2), (0, 2, 0), (2, 2, 0), (0, 0, 0), (1, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 2), (0, 1, 0), (2, 2, 2), (2, 2, 2), (2, 2, 2), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[49462, 52034, 52036, 43825, 57044, 17918, 37325, 5471, 32363, 37324, 5469, 279, 37326, 5473, 5470, 281, 5472, 280, 61198, 5467, 278, 42287, 42280, 64727, 52035, 5457, 2, 49462, 24218, 3]","[0, 2, 0, 0, 0, 0, 2, 0, 1, 0, 2, 0, 2, 0, 2, 2, 0, 2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[[3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [1, 2, 0], [2, 0, 1], [0, 1, 2], [2, 0, 1], [1, 0, 2], [3, 0, 0], [0, 1, 2], [0, 0, 3], [3, 0, 0], [0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 0, 3], [0, 0, 3], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
324,List of notifications,"[(2, 2, 2), (2, 2, 2), (1, 1, 1), (2, 1, 0), (1, 1, 0), (2, 1, 1), (1, 1, 1), (1, 1, 0), (1, 1, 1), (1, 1, 2), (2, 1, 2), (2, 1, 1), (2, 2, 2), (1, 1, 2), (2, 2, 2), (2, 0, 2), (2, 2, 1), (2, 2, 1), (2, 2, 1), (0, 0, 0), (2, 2, 2), (2, 0, 0), (1, 0, 1), (2, 2, 1), (1, 2, 1), (1, 0, 1), (0, 2, 0), (2, 0, 1), (1, 0, 0), (2, 2, 1)]","[47119, 5979, 18967, 34918, 20104, 15673, 42436, 42754, 59318, 15680, 36410, 71206, 4133, 2589, 40120, 19438, 47699, 52149, 33611, 460, 36414, 66562, 37926, 47279, 61308, 24329, 5951, 30880, 38291, 28108]","[2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 0, 2, 0, 1, 2, 1, 1, 0, 3, 0, 2]","[[0, 0, 3], [0, 0, 3], [0, 3, 0], [1, 1, 1], [1, 2, 0], [0, 2, 1], [0, 3, 0], [1, 2, 0], [0, 3, 0], [0, 2, 1], [0, 1, 2], [0, 2, 1], [0, 0, 3], [0, 2, 1], [0, 0, 3], [1, 0, 2], [0, 1, 2], [0, 1, 2], [0, 1, 2], [3, 0, 0], [0, 0, 3], [2, 0, 1], [1, 2, 0], [0, 1, 2], [0, 2, 1], [1, 2, 0], [2, 0, 1], [1, 1, 1], [2, 1, 0], [0, 1, 2]]"
328,"search bar with result a list showing person with name, adress, price and image, with option call now or send enqury","[(1, 0, 2), (1, 0, 1), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 1, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 1, 1), (0, 0, 0), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0)]","[19885, 63575, 62919, 246, 18425, 59094, 49208, 18423, 10758, 20947, 2563, 10753, 27109, 61758, 19704, 50085, 61750, 70944, 63498, 37096, 36012, 63494, 37091, 19707, 1931, 43494, 67673, 63496, 61757, 34569]","[3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0]","[[1, 1, 1], [1, 2, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [1, 2, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 2, 0], [3, 0, 0]]"
329,share news with another shareable options,"[(0, 2, 2), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (0, 2, 0), (0, 1, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (2, 2, 0), (1, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 0, 0), (1, 0, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[45216, 279, 28879, 18295, 10410, 22708, 45431, 10417, 48441, 43465, 37324, 54133, 19861, 37326, 2274, 48731, 68273, 2270, 40780, 15160, 45959, 16581, 10419, 45956, 18281, 52849, 71379, 3071, 26759, 32998]","[2, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[[1, 0, 2], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [1, 0, 2], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
331,List of dropdown categories,"[(2, 2, 2), (2, 0, 2), (2, 1, 2), (1, 1, 1), (0, 0, 0), (2, 2, 0), (0, 2, 2), (2, 2, 2), (2, 1, 1), (0, 2, 2), (0, 0, 2), (0, 0, 2), (2, 2, 2), (2, 2, 0), (0, 0, 0), (1, 2, 0), (0, 0, 0), (0, 1, 2), (0, 0, 0), (0, 2, 0), (2, 2, 0), (0, 0, 0), (2, 2, 0), (2, 2, 0), (1, 2, 0), (2, 1, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 1, 0)]","[67401, 26453, 20776, 22917, 58674, 64303, 15876, 23854, 64305, 33894, 58666, 22645, 33891, 64632, 54531, 40668, 65335, 16665, 13332, 35355, 49639, 43628, 5427, 49641, 26421, 67049, 2149, 26424, 13341, 34836]","[2, 2, 2, 1, 0, 2, 2, 2, 1, 2, 0, 0, 2, 2, 0, 3, 0, 3, 0, 0, 2, 0, 2, 2, 3, 3, 0, 0, 0, 0]","[[0, 0, 3], [1, 0, 2], [0, 1, 2], [0, 3, 0], [3, 0, 0], [1, 0, 2], [1, 0, 2], [0, 0, 3], [0, 2, 1], [1, 0, 2], [2, 0, 1], [2, 0, 1], [0, 0, 3], [1, 0, 2], [3, 0, 0], [1, 1, 1], [3, 0, 0], [1, 1, 1], [3, 0, 0], [2, 0, 1], [1, 0, 2], [3, 0, 0], [1, 0, 2], [1, 0, 2], [1, 1, 1], [1, 1, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [2, 1, 0]]"
332,channels overview,"[(2, 2, 0), (1, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (0, 1, 1), (0, 2, 2), (2, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 2, 2)]","[62180, 31521, 16240, 27544, 31514, 11506, 8522, 59073, 26030, 5907, 59077, 55542, 55540, 31518, 10428, 25989, 48426, 44253, 9553, 35358, 37609, 59545, 48736, 48754, 61463, 48856, 44256, 61465, 69562, 59542]","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 2]","[[1, 0, 2], [2, 1, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [1, 0, 2], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 0, 3]]"
333,Japanese anime books and ads,"[(2, 2, 2), (1, 0, 1), (0, 0, 0), (0, 2, 0), (0, 2, 0), (0, 0, 0), (0, 1, 1), (0, 0, 0), (0, 0, 0), (1, 2, 0), (0, 0, 0), (0, 0, 0), (1, 2, 0), (1, 0, 0), (0, 0, 0), (1, 1, 2), (0, 0, 0), (0, 0, 1), (1, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (1, 2, 1), (0, 0, 0), (0, 0, 0), (1, 2, 0), (0, 0, 0), (0, 0, 0)]","[50541, 26793, 24714, 14601, 22204, 22216, 14602, 57552, 40153, 40156, 54888, 24712, 57208, 1616, 45340, 4000, 22219, 25345, 24769, 61351, 52517, 6968, 39171, 25347, 57209, 39173, 25700, 24768, 25397, 62637]","[2, 1, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0, 3, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 3, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [2, 0, 1], [2, 0, 1], [3, 0, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [2, 1, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 2, 1], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [3, 0, 0]]"
335,flag and find locations,"[(0, 1, 2), (0, 0, 1), (0, 2, 0), (0, 1, 0), (2, 1, 2), (0, 2, 0), (0, 1, 0), (2, 1, 2), (0, 1, 2), (0, 1, 0), (0, 1, 2), (0, 2, 0), (0, 1, 0), (0, 0, 2), (0, 2, 0), (0, 2, 1), (0, 2, 1), (0, 2, 2), (0, 2, 1), (0, 0, 0), (2, 1, 1), (0, 2, 2), (0, 1, 1), (0, 2, 2), (0, 2, 2), (0, 1, 0), (0, 2, 2), (0, 1, 1), (0, 0, 0), (0, 2, 2)]","[51158, 63218, 56011, 65485, 44453, 65709, 23080, 43024, 173, 65483, 69800, 43076, 23081, 40444, 35309, 43987, 9344, 34679, 61111, 48679, 40438, 56278, 43309, 1743, 35305, 46998, 55949, 56006, 35517, 13063]","[3, 0, 0, 0, 2, 0, 0, 2, 3, 0, 3, 0, 0, 0, 0, 3, 3, 2, 3, 0, 1, 2, 1, 2, 2, 0, 2, 1, 0, 2]","[[1, 1, 1], [2, 1, 0], [2, 0, 1], [2, 1, 0], [0, 1, 2], [2, 0, 1], [2, 1, 0], [0, 1, 2], [1, 1, 1], [2, 1, 0], [1, 1, 1], [2, 0, 1], [2, 1, 0], [2, 0, 1], [2, 0, 1], [1, 1, 1], [1, 1, 1], [1, 0, 2], [1, 1, 1], [3, 0, 0], [0, 2, 1], [1, 0, 2], [1, 2, 0], [1, 0, 2], [1, 0, 2], [2, 1, 0], [1, 0, 2], [1, 2, 0], [3, 0, 0], [1, 0, 2]]"
338,sign up page for a dating application,"[(2, 2, 2), (2, 1, 2), (0, 0, 0), (2, 0, 2), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 2, 2), (0, 0, 0), (2, 0, 2), (2, 2, 2), (0, 0, 0), (2, 1, 2), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 2), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0)]","[23576, 23577, 60172, 26879, 16268, 49940, 69995, 23573, 22963, 24568, 38934, 33484, 28655, 38933, 21795, 69989, 58538, 69985, 60175, 7738, 44594, 43181, 12125, 24311, 26878, 54561, 29796, 50639, 71406, 44025]","[2, 2, 0, 2, 2, 0, 0, 2, 0, 2, 2, 0, 2, 2, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]","[[0, 0, 3], [0, 1, 2], [3, 0, 0], [1, 0, 2], [0, 0, 3], [3, 0, 0], [3, 0, 0], [1, 0, 2], [3, 0, 0], [1, 0, 2], [0, 0, 3], [3, 0, 0], [0, 1, 2], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0]]"
341,location map window with search bar,"[(1, 2, 0), (0, 0, 0), (0, 0, 0), (1, 2, 2), (2, 2, 0), (2, 2, 0), (1, 2, 0), (2, 2, 0), (1, 2, 0), (1, 2, 0), (1, 1, 2), (1, 2, 0), (1, 2, 0), (0, 0, 0), (1, 2, 0), (2, 2, 2), (0, 0, 0), (2, 2, 2), (2, 2, 2), (1, 2, 0), (2, 2, 0), (2, 2, 2), (1, 1, 1), (2, 2, 2), (2, 2, 2), (0, 0, 0), (2, 2, 0), (1, 2, 0), (1, 1, 2), (2, 2, 0)]","[25717, 29111, 19585, 25192, 25788, 60991, 58552, 46881, 2757, 25181, 48101, 24472, 44955, 19113, 49500, 50060, 68846, 881, 6191, 71763, 2754, 68556, 48106, 13259, 50059, 58300, 24475, 70967, 66556, 49502]","[3, 0, 0, 2, 2, 2, 3, 2, 3, 3, 1, 3, 3, 0, 3, 2, 0, 2, 2, 3, 2, 2, 1, 2, 2, 0, 2, 3, 1, 2]","[[1, 1, 1], [3, 0, 0], [3, 0, 0], [0, 1, 2], [1, 0, 2], [1, 0, 2], [1, 1, 1], [1, 0, 2], [1, 1, 1], [1, 1, 1], [0, 2, 1], [1, 1, 1], [1, 1, 1], [3, 0, 0], [1, 1, 1], [0, 0, 3], [3, 0, 0], [0, 0, 3], [0, 0, 3], [1, 1, 1], [1, 0, 2], [0, 0, 3], [0, 3, 0], [0, 0, 3], [0, 0, 3], [3, 0, 0], [1, 0, 2], [1, 1, 1], [0, 2, 1], [1, 0, 2]]"
342,google map with details,"[(1, 2, 2), (1, 1, 2), (1, 1, 2), (2, 1, 2), (1, 0, 0), (1, 2, 1), (1, 0, 0), (1, 1, 2), (2, 2, 2), (1, 0, 0), (2, 2, 2), (1, 2, 2), (1, 2, 2), (2, 2, 2), (1, 1, 2), (1, 2, 1), (2, 2, 2), (2, 1, 1), (0, 1, 1), (2, 1, 1), (2, 1, 1), (2, 1, 1), (2, 2, 2), (0, 1, 1), (2, 1, 1), (2, 2, 1), (2, 1, 1), (0, 0, 0), (2, 1, 2), (0, 1, 1)]","[12353, 13254, 52816, 52817, 57641, 4218, 2543, 13257, 7084, 56256, 2210, 70756, 63609, 2211, 60544, 63614, 2209, 12388, 30410, 42723, 881, 66555, 53736, 2754, 66563, 16910, 13259, 56275, 16913, 24475]","[2, 1, 1, 2, 0, 1, 0, 1, 2, 0, 2, 2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 0, 2, 1]","[[0, 1, 2], [0, 2, 1], [0, 2, 1], [0, 1, 2], [2, 1, 0], [0, 2, 1], [2, 1, 0], [0, 2, 1], [0, 0, 3], [2, 1, 0], [0, 0, 3], [0, 1, 2], [0, 1, 2], [0, 0, 3], [0, 2, 1], [0, 2, 1], [0, 0, 3], [0, 2, 1], [1, 2, 0], [0, 2, 1], [0, 2, 1], [0, 2, 1], [0, 0, 3], [1, 2, 0], [0, 2, 1], [0, 1, 2], [0, 2, 1], [3, 0, 0], [0, 1, 2], [1, 2, 0]]"
343,a pop up window to choose in which to share,"[(2, 2, 0), (0, 1, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 2, 0), (0, 0, 0), (2, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 1), (2, 2, 2), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 0), (0, 2, 2), (2, 1, 2)]","[13855, 27708, 62738, 29111, 23519, 32771, 19585, 13150, 56761, 27510, 27515, 5883, 23520, 23522, 9810, 27513, 24929, 14494, 59518, 15339, 14492, 44478, 23516, 36620, 36602, 34535, 14498, 18226, 14490, 20634]","[2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]","[[1, 0, 2], [2, 1, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 0, 1], [3, 0, 0], [1, 0, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [1, 0, 2], [0, 1, 2]]"
345,Body care products,"[(2, 2, 2), (1, 0, 1), (0, 0, 0), (2, 0, 1), (0, 0, 1), (0, 1, 0), (1, 0, 1), (1, 1, 1), (0, 0, 0), (1, 0, 1), (1, 1, 1), (0, 0, 0), (1, 0, 0), (1, 0, 1), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (2, 2, 1), (0, 0, 0), (0, 0, 0), (2, 2, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0)]","[20162, 54219, 53541, 48131, 31812, 53547, 2853, 31801, 53543, 2849, 31802, 53542, 58745, 31807, 53548, 63384, 31810, 53546, 58748, 28739, 45731, 63387, 28737, 4447, 58273, 51773, 35997, 1397, 60568, 42521]","[2, 1, 0, 3, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[[0, 0, 3], [1, 2, 0], [3, 0, 0], [1, 1, 1], [2, 1, 0], [2, 1, 0], [1, 2, 0], [0, 3, 0], [3, 0, 0], [1, 2, 0], [0, 3, 0], [3, 0, 0], [2, 1, 0], [1, 2, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [0, 0, 3], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0]]"
349,select which sports news to appear,"[(0, 2, 2), (0, 2, 0), (0, 2, 2), (0, 2, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 1, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 1, 2), (0, 0, 0), (0, 0, 0), (0, 0, 0), (2, 0, 1), (0, 0, 0), (0, 2, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 0), (0, 0, 2), (0, 0, 1)]","[18949, 49896, 57889, 7134, 36556, 57896, 1565, 36557, 25066, 1575, 39920, 8775, 16515, 39919, 54133, 16512, 49898, 71379, 1570, 841, 68818, 16508, 43108, 42717, 21243, 32870, 43962, 16516, 21247, 10803]","[2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[[1, 0, 2], [2, 0, 1], [1, 0, 2], [2, 0, 1], [2, 0, 1], [3, 0, 0], [3, 0, 0], [2, 1, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [2, 1, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [0, 1, 2], [3, 0, 0], [3, 0, 0], [3, 0, 0], [1, 1, 1], [3, 0, 0], [2, 0, 1], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [3, 0, 0], [2, 0, 1], [2, 1, 0]]"
350,a list of songs,"[(2, 2, 2), (1, 0, 1), (1, 1, 1), (2, 2, 1), (2, 1, 2), (1, 0, 0), (2, 1, 1), (1, 0, 0), (1, 1, 0), (2, 0, 2), (2, 2, 2), (1, 0, 1), (1, 1, 0), (2, 1, 1), (2, 1, 1), (0, 1, 0), (0, 1, 0), (0, 1, 0), (2, 2, 1), (2, 2, 0), (1, 2, 0), (2, 2, 1), (0, 1, 1), (0, 1, 1), (0, 2, 2), (0, 2, 1), (0, 1, 1), (2, 2, 2), (0, 1, 1), (0, 0, 0)]","[61929, 53287, 22767, 55483, 40380, 53292, 55480, 53289, 9680, 70393, 40384, 70394, 9981, 26972, 42768, 47456, 9672, 9681, 852, 27053, 12799, 29732, 9676, 61572, 54772, 24107, 47193, 54771, 48993, 53282]","[2, 1, 1, 2, 2, 0, 1, 0, 1, 2, 2, 1, 1, 1, 1, 0, 0, 0, 2, 2, 3, 2, 1, 1, 2, 3, 1, 2, 1, 0]","[[0, 0, 3], [1, 2, 0], [0, 3, 0], [0, 1, 2], [0, 1, 2], [2, 1, 0], [0, 2, 1], [2, 1, 0], [1, 2, 0], [1, 0, 2], [0, 0, 3], [1, 2, 0], [1, 2, 0], [0, 2, 1], [0, 2, 1], [2, 1, 0], [2, 1, 0], [2, 1, 0], [0, 1, 2], [1, 0, 2], [1, 1, 1], [0, 1, 2], [1, 2, 0], [1, 2, 0], [1, 0, 2], [1, 1, 1], [1, 2, 0], [0, 0, 3], [1, 2, 0], [3, 0, 0]]"
